library,scenario_id,conns,n_total,n_valid,valid,delivery_ratio_median,forward_delivery_ratio_median,forward_delivery_ratio_r_median,forward_delivery_ratio_u_median,server_echo_accept_ratio_median,server_echo_accept_ratio_r_median,server_echo_accept_ratio_u_median,return_delivery_ratio_median,return_delivery_ratio_r_median,return_delivery_ratio_u_median,server_cpu_pct_median,server_cpu_pct_peak_median,rtt_r_p50_us_median,rtt_r_p95_us_median,rtt_r_p99_us_median,rtt_u_p50_us_median,rtt_u_p95_us_median,rtt_u_p99_us_median,included_run_ids,note
apex_rudp,apex_rudp_r0_u30_1000_100_broadcast_0_adaptive,100,3,3,1,0.9815,0.9912,,0.9896,1.0000,,1.0000,0.9899,,0.9899,49.97,144.44,0,0,0,52700,64600,70500,media_relay_c100_r1;media_relay_c100_r2;media_relay_c100_r3,
apex_rudp,apex_rudp_r0_u30_1000_125_broadcast_0_adaptive,125,3,3,1,0.9809,0.9908,,0.9875,1.0000,,1.0000,0.9899,,0.9899,80.59,127.05,0,0,0,55100,68300,74900,media_relay_c125_r1;media_relay_c125_r2;media_relay_c125_r3,
apex_rudp,apex_rudp_r0_u30_1000_150_broadcast_0_adaptive,150,3,3,1,0.9773,0.9886,,0.9833,1.0000,,1.0000,0.9885,,0.9885,113.74,136.64,0,0,0,61200,80300,89100,media_relay_c150_r1;media_relay_c150_r2;media_relay_c150_r3,
apex_rudp,apex_rudp_r0_u30_1000_1_broadcast_0_adaptive,1,3,3,1,0.9817,0.9900,,0.9900,1.0000,,1.0000,0.9883,,0.9883,13.65,17.21,0,0,0,50200,60900,65800,media_relay_c1_r1;media_relay_c1_r2;media_relay_c1_r3,
apex_rudp,apex_rudp_r0_u30_1000_200_broadcast_0_adaptive,200,3,3,1,0.6309,0.9882,,0.9800,0.6790,,0.6790,0.9393,,0.9393,123.57,151.36,0,0,0,1361000,1413000,1422000,media_relay_c200_r1;media_relay_c200_r2;media_relay_c200_r3,
apex_rudp,apex_rudp_r0_u30_1000_50_broadcast_0_adaptive,50,3,3,1,0.9803,0.9904,,0.9904,1.0000,,1.0000,0.9898,,0.9898,22.94,25.68,0,0,0,50500,62100,66900,media_relay_c50_r1;media_relay_c50_r2;media_relay_c50_r3,
apex_rudp,apex_rudp_r0_u30_1000_5_broadcast_0_adaptive,5,3,3,1,0.9769,0.9867,,0.9867,1.0000,,1.0000,0.9907,,0.9907,14.57,21.22,0,0,0,50300,61800,66400,media_relay_c5_r1;media_relay_c5_r2;media_relay_c5_r3,
apex_rudp,apex_rudp_r0_u30_1000_75_broadcast_0_adaptive,75,3,3,1,0.9822,0.9921,,0.9921,1.0000,,1.0000,0.9901,,0.9901,42.11,60.82,0,0,0,51700,63500,68800,media_relay_c75_r1;media_relay_c75_r2;media_relay_c75_r3,
apex_rudp,apex_rudp_r1_u20_128_128_broadcast_0_adaptive,128,3,3,1,0.9782,0.9899,1.0000,0.9894,1.0000,1.0000,1.0000,0.9882,0.9571,0.9898,31.65,62.27,61700,82800,177400,51400,64800,76900,game_server_c128_r1;game_server_c128_r2;game_server_c128_r3,
apex_rudp,apex_rudp_r1_u20_128_192_broadcast_0_adaptive,192,3,3,1,0.9819,0.9916,1.0000,0.9869,1.0000,1.0000,1.0000,0.9901,0.9921,0.9900,37.78,104.04,79600,116200,156900,53100,81700,119000,game_server_c192_r1;game_server_c192_r2;game_server_c192_r3,
