library,scenario_id,conns,n_total,n_valid,valid,delivery_ratio_median,forward_delivery_ratio_median,forward_delivery_ratio_r_median,forward_delivery_ratio_u_median,server_echo_accept_ratio_median,server_echo_accept_ratio_r_median,server_echo_accept_ratio_u_median,return_delivery_ratio_median,return_delivery_ratio_r_median,return_delivery_ratio_u_median,server_cpu_pct_median,server_cpu_pct_peak_median,rtt_r_p50_us_median,rtt_r_p95_us_median,rtt_r_p99_us_median,rtt_u_p50_us_median,rtt_u_p95_us_median,rtt_u_p99_us_median,included_run_ids,note
apex_rudp,apex_rudp_r0_u30_1000_100_broadcast_0_adaptive,100,1,1,0,0.9756,0.9862,,0.9862,0.9992,,0.9992,0.9901,,0.9901,56.46,72.98,0,0,0,53600,65400,71900,media_relay_c100_r1,
apex_rudp,apex_rudp_r0_u30_1000_125_broadcast_0_adaptive,125,1,1,0,0.9816,0.9929,,0.9929,0.9987,,0.9987,0.9898,,0.9898,80.40,100.32,0,0,0,53900,67000,88000,media_relay_c125_r1,
apex_rudp,apex_rudp_r0_u30_1000_150_broadcast_0_adaptive,150,1,1,0,0.9803,0.9912,,0.9912,0.9989,,0.9989,0.9902,,0.9902,112.21,135.03,0,0,0,75600,126300,197200,media_relay_c150_r1,
apex_rudp,apex_rudp_r0_u30_1000_1_broadcast_0_adaptive,1,1,1,0,0.9867,0.9950,,0.9950,1.0000,,1.0000,0.9916,,0.9916,10.77,11.28,0,0,0,49700,62200,65800,media_relay_c1_r1,
apex_rudp,apex_rudp_r0_u30_1000_200_broadcast_0_adaptive,200,3,3,1,0.6476,0.9896,,0.9896,0.6901,,0.6901,0.9499,,0.9499,121.90,149.57,0,0,0,1390000,1441000,1533000,media_relay_c200_r1;media_relay_c200_r2;media_relay_c200_r3,
apex_rudp,apex_rudp_r0_u30_1000_50_broadcast_0_adaptive,50,1,1,0,0.9801,0.9912,,0.9912,0.9987,,0.9987,0.9902,,0.9902,20.03,30.41,0,0,0,50700,62100,66900,media_relay_c50_r1,
apex_rudp,apex_rudp_r0_u30_1000_5_broadcast_0_adaptive,5,1,1,0,0.9803,0.9900,,0.9900,0.9993,,0.9993,0.9909,,0.9909,11.34,11.75,0,0,0,50000,61500,66000,media_relay_c5_r1,
apex_rudp,apex_rudp_r0_u30_1000_75_broadcast_0_adaptive,75,1,1,0,0.9780,0.9887,,0.9887,0.9992,,0.9992,0.9899,,0.9899,38.53,49.08,0,0,0,52000,63900,69700,media_relay_c75_r1,
apex_rudp,apex_rudp_r1_u20_128_128_broadcast_0_adaptive,128,1,1,0,0.9505,0.9887,1.0262,0.9869,0.9936,0.9463,0.9960,0.9676,0.5166,0.9899,40.95,86.48,62300,150000,161200,51800,65900,80600,game_server_c128_r1,
apex_rudp,apex_rudp_r1_u20_128_192_broadcast_0_adaptive,192,1,1,0,0.9529,0.9907,1.0302,0.9888,0.9936,0.9425,0.9963,0.9680,0.5294,0.9897,62.75,132.65,76500,150600,166000,55100,116500,181800,game_server_c192_r1,
apex_rudp,apex_rudp_r1_u20_128_1_broadcast_0_adaptive,1,1,1,0,0.9857,0.9905,1.0000,0.9900,1.0000,1.0000,1.0000,0.9952,1.0000,0.9949,10.76,11.29,53000,58100,58100,50600,61800,65800,game_server_c1_r1,
apex_rudp,apex_rudp_r1_u20_128_256_broadcast_0_adaptive,256,1,1,0,0.9534,0.9911,1.0125,0.9900,0.9927,0.9476,0.9950,0.9691,0.5384,0.9901,82.77,134.94,107400,331900,385300,66400,360500,441300,game_server_c256_r1,
apex_rudp,apex_rudp_r1_u20_128_5_broadcast_0_adaptive,5,1,1,0,0.9781,0.9895,1.0000,0.9890,0.9981,0.9800,0.9990,0.9904,1.0000,0.9899,11.20,11.64,51700,65000,71300,50300,62200,67000,game_server_c5_r1,
apex_rudp,apex_rudp_r1_u20_128_64_broadcast_0_adaptive,64,1,1,0,0.9774,0.9893,1.0000,0.9888,0.9976,0.9754,0.9988,0.9903,1.0000,0.9899,15.59,23.84,52100,66100,154300,50500,62200,66900,game_server_c64_r1,
apex_rudp,apex_rudp_r1_u20_128_96_broadcast_0_adaptive,96,1,1,0,0.9605,0.9929,1.0000,0.9925,0.9963,0.9633,0.9980,0.9710,0.5779,0.9901,31.08,70.09,54000,66900,72900,50800,62700,67600,game_server_c96_r1,
apex_rudp,apex_rudp_r50_u0_64_1000_echo_0_adaptive,1000,1,1,0,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,18.30,20.07,50900,63500,150300,0,0,0,reliable_echo_c1000_r1,
apex_rudp,apex_rudp_r50_u0_64_1500_echo_0_adaptive,1500,1,1,0,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,21.53,24.06,51200,63800,151800,0,0,0,reliable_echo_c1500_r1,
apex_rudp,apex_rudp_r50_u0_64_1_echo_0_adaptive,1,1,1,0,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,10.74,11.12,49800,62000,146400,0,0,0,reliable_echo_c1_r1,
apex_rudp,apex_rudp_r50_u0_64_2000_echo_0_adaptive,2000,1,1,0,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,25.18,29.06,51400,64200,149500,0,0,0,reliable_echo_c2000_r1,
