library,scenario_id,conns,n_total,n_valid,valid,delivery_ratio_median,forward_delivery_ratio_median,forward_delivery_ratio_r_median,forward_delivery_ratio_u_median,server_echo_accept_ratio_median,server_echo_accept_ratio_r_median,server_echo_accept_ratio_u_median,return_delivery_ratio_median,return_delivery_ratio_r_median,return_delivery_ratio_u_median,server_cpu_pct_median,server_cpu_pct_peak_median,rtt_r_p50_us_median,rtt_r_p95_us_median,rtt_r_p99_us_median,rtt_u_p50_us_median,rtt_u_p95_us_median,rtt_u_p99_us_median,included_run_ids,note
apex_rudp,apex_rudp_r0_u30_1000_100_broadcast_0_adaptive,100,3,3,1,0.9799,0.9900,,0.9892,1.0000,,1.0000,0.9899,,0.9899,54.50,68.93,0,0,0,52700,64500,70200,media_relay_c100_r1;media_relay_c100_r2;media_relay_c100_r3,
apex_rudp,apex_rudp_r0_u30_1000_125_broadcast_0_adaptive,125,3,3,1,0.9799,0.9900,,0.9871,1.0000,,1.0000,0.9901,,0.9901,69.04,87.42,0,0,0,54500,67200,73100,media_relay_c125_r1;media_relay_c125_r2;media_relay_c125_r3,
apex_rudp,apex_rudp_r0_u30_1000_150_broadcast_0_adaptive,150,3,3,1,0.9774,0.9888,,0.9842,1.0000,,1.0000,0.9888,,0.9888,108.82,137.60,0,0,0,61300,77700,85600,media_relay_c150_r1;media_relay_c150_r2;media_relay_c150_r3,
apex_rudp,apex_rudp_r0_u30_1000_1_broadcast_0_adaptive,1,3,3,1,0.9817,0.9917,,0.9917,1.0000,,1.0000,0.9899,,0.9899,10.78,11.04,0,0,0,50000,61800,65400,media_relay_c1_r1;media_relay_c1_r2;media_relay_c1_r3,
apex_rudp,apex_rudp_r0_u30_1000_200_broadcast_0_adaptive,200,3,3,1,0.6440,0.9895,,0.9817,0.6928,,0.6928,0.9400,,0.9400,121.10,142.60,0,0,0,1345000,1390000,1409000,media_relay_c200_r1;media_relay_c200_r2;media_relay_c200_r3,
apex_rudp,apex_rudp_r0_u30_1000_50_broadcast_0_adaptive,50,3,3,1,0.9809,0.9912,,0.9912,1.0000,,1.0000,0.9899,,0.9899,20.04,23.79,0,0,0,50600,62100,67000,media_relay_c50_r1;media_relay_c50_r2;media_relay_c50_r3,
apex_rudp,apex_rudp_r0_u30_1000_5_broadcast_0_adaptive,5,3,3,1,0.9795,0.9887,,0.9887,1.0000,,1.0000,0.9907,,0.9907,11.47,100.00,0,0,0,50200,62000,66800,media_relay_c5_r1;media_relay_c5_r2;media_relay_c5_r3,
apex_rudp,apex_rudp_r0_u30_1000_75_broadcast_0_adaptive,75,3,3,1,0.9782,0.9880,,0.9880,1.0000,,1.0000,0.9900,,0.9900,37.71,100.00,0,0,0,51700,63500,68900,media_relay_c75_r1;media_relay_c75_r2;media_relay_c75_r3,
apex_rudp,apex_rudp_r1_u20_128_128_broadcast_0_adaptive,128,3,3,1,0.9799,0.9911,1.0000,0.9900,1.0000,1.0000,1.0000,0.9887,0.9665,0.9899,27.57,58.26,61800,96400,158600,51200,64400,76800,game_server_c128_r1;game_server_c128_r2;game_server_c128_r3,
apex_rudp,apex_rudp_r1_u20_128_192_broadcast_0_adaptive,192,3,3,1,0.9820,0.9917,1.0000,0.9900,1.0000,1.0000,1.0000,0.9903,0.9920,0.9902,35.31,98.65,80800,115800,124600,52400,79800,109900,game_server_c192_r1;game_server_c192_r2;game_server_c192_r3,
apex_rudp,apex_rudp_r1_u20_128_1_broadcast_0_adaptive,1,3,3,1,0.9810,0.9905,1.0000,0.9900,1.0000,1.0000,1.0000,0.9928,1.0000,0.9924,10.81,11.17,49900,62800,62800,50200,61800,67800,game_server_c1_r1;game_server_c1_r2;game_server_c1_r3,
apex_rudp,apex_rudp_r1_u20_128_256_broadcast_0_adaptive,256,3,3,1,0.9786,0.9904,1.0000,0.9825,1.0000,1.0000,1.0000,0.9895,0.9924,0.9894,57.62,110.26,112400,280100,327900,59700,155000,182500,game_server_c256_r1;game_server_c256_r2;game_server_c256_r3,
apex_rudp,apex_rudp_r1_u20_128_5_broadcast_0_adaptive,5,3,3,1,0.9803,0.9914,1.0000,0.9910,1.0000,1.0000,1.0000,0.9909,1.0000,0.9904,11.24,100.00,50200,63000,145100,50100,61900,66800,game_server_c5_r1;game_server_c5_r2;game_server_c5_r3,
apex_rudp,apex_rudp_r1_u20_128_64_broadcast_0_adaptive,64,3,3,1,0.9797,0.9893,1.0000,0.9888,1.0000,1.0000,1.0000,0.9904,1.0000,0.9899,15.61,23.24,52200,64200,80000,50500,62100,66700,game_server_c64_r1;game_server_c64_r2;game_server_c64_r3,
apex_rudp,apex_rudp_r1_u20_128_96_broadcast_0_adaptive,96,3,3,1,0.9780,0.9887,1.0000,0.9881,1.0000,1.0000,1.0000,0.9882,0.9443,0.9904,22.23,38.65,55900,70200,152600,50800,62800,68000,game_server_c96_r1;game_server_c96_r2;game_server_c96_r3,
apex_rudp,apex_rudp_r50_u0_64_1000_echo_0_adaptive,1000,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,18.27,20.43,50900,64000,151200,0,0,0,reliable_echo_c1000_r1;reliable_echo_c1000_r2;reliable_echo_c1000_r3,
apex_rudp,apex_rudp_r50_u0_64_1500_echo_0_adaptive,1500,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,21.50,23.58,51100,63900,151000,0,0,0,reliable_echo_c1500_r1;reliable_echo_c1500_r2;reliable_echo_c1500_r3,
