library,scenario_id,conns,n_total,n_valid,valid,delivery_ratio_median,forward_delivery_ratio_median,forward_delivery_ratio_r_median,forward_delivery_ratio_u_median,server_echo_accept_ratio_median,server_echo_accept_ratio_r_median,server_echo_accept_ratio_u_median,return_delivery_ratio_median,return_delivery_ratio_r_median,return_delivery_ratio_u_median,server_cpu_pct_median,server_cpu_pct_peak_median,rtt_r_p50_us_median,rtt_r_p95_us_median,rtt_r_p99_us_median,rtt_u_p50_us_median,rtt_u_p95_us_median,rtt_u_p99_us_median,included_run_ids,note
apex_rudp,apex_rudp_r0_u30_1000_100_broadcast_0_adaptive,100,3,3,1,0.9808,0.9912,,0.9900,1.0000,,1.0000,0.9897,,0.9897,56.19,116.31,0,0,0,52900,64800,70700,media_relay_c100_r1;media_relay_c100_r2;media_relay_c100_r3,
apex_rudp,apex_rudp_r0_u30_1000_125_broadcast_0_adaptive,125,3,3,1,0.9804,0.9903,,0.9862,1.0000,,1.0000,0.9900,,0.9900,81.12,159.03,0,0,0,54600,67600,74400,media_relay_c125_r1;media_relay_c125_r2;media_relay_c125_r3,
apex_rudp,apex_rudp_r0_u30_1000_150_broadcast_0_adaptive,150,3,3,1,0.9777,0.9895,,0.9854,1.0000,,1.0000,0.9883,,0.9883,115.12,137.59,0,0,0,60500,77300,87900,media_relay_c150_r1;media_relay_c150_r2;media_relay_c150_r3,
apex_rudp,apex_rudp_r0_u30_1000_1_broadcast_0_adaptive,1,3,3,1,0.9800,0.9867,,0.9867,1.0000,,1.0000,0.9932,,0.9932,13.70,17.46,0,0,0,50100,61900,65700,media_relay_c1_r1;media_relay_c1_r2;media_relay_c1_r3,
apex_rudp,apex_rudp_r0_u30_1000_200_broadcast_0_adaptive,200,3,3,1,0.6383,0.9916,,0.9829,0.6874,,0.6874,0.9392,,0.9392,124.01,147.38,0,0,0,1354000,1426000,1444000,media_relay_c200_r1;media_relay_c200_r2;media_relay_c200_r3,
apex_rudp,apex_rudp_r0_u30_1000_50_broadcast_0_adaptive,50,3,3,1,0.9809,0.9909,,0.9909,1.0000,,1.0000,0.9901,,0.9901,22.69,28.12,0,0,0,50600,62300,67200,media_relay_c50_r1;media_relay_c50_r2;media_relay_c50_r3,
apex_rudp,apex_rudp_r0_u30_1000_5_broadcast_0_adaptive,5,3,3,1,0.9807,0.9903,,0.9903,1.0000,,1.0000,0.9897,,0.9897,14.61,17.79,0,0,0,50200,61700,66600,media_relay_c5_r1;media_relay_c5_r2;media_relay_c5_r3,
apex_rudp,apex_rudp_r0_u30_1000_75_broadcast_0_adaptive,75,3,3,1,0.9789,0.9888,,0.9888,1.0000,,1.0000,0.9899,,0.9899,40.35,50.99,0,0,0,51700,63300,68800,media_relay_c75_r1;media_relay_c75_r2;media_relay_c75_r3,
apex_rudp,apex_rudp_r1_u20_128_128_broadcast_0_adaptive,128,3,3,1,0.9783,0.9899,1.0000,0.9894,1.0000,1.0000,1.0000,0.9884,0.9618,0.9898,31.45,62.20,60800,153800,165400,51100,64300,73600,game_server_c128_r1;game_server_c128_r2;game_server_c128_r3,
apex_rudp,apex_rudp_r1_u20_128_192_broadcast_0_adaptive,192,3,3,1,0.9818,0.9917,1.0000,0.9894,1.0000,1.0000,1.0000,0.9902,0.9913,0.9901,38.25,103.48,80300,114100,123300,53000,80200,114600,game_server_c192_r1;game_server_c192_r2;game_server_c192_r3,
