run_id,scenario_id,library,valid,invalid_reason,delivery_ratio,forward_delivery_ratio,forward_delivery_ratio_r,forward_delivery_ratio_u,server_echo_accept_ratio,server_echo_accept_ratio_r,server_echo_accept_ratio_u,return_delivery_ratio,return_delivery_ratio_r,return_delivery_ratio_u,rtt_r_p50_us,rtt_r_p95_us,rtt_r_p99_us,rtt_u_p50_us,rtt_u_p95_us,rtt_u_p99_us,server_cpu_pct,server_cpu_pct_peak
echo_c1000_r1,coop_rudp_r50_u50_64_1000_echo_0_adaptive,coop_rudp,1,ok,0.9893,0.9944,1.0000,0.9888,1.0000,1.0000,1.0000,0.9949,1.0000,0.9896,55300,68700,156800,55200,67000,72200,59.69,77.48
echo_c1000_r1,apex_rudp_r50_u50_64_1000_echo_0_adaptive,apex_rudp,1,ok,0.9903,0.9954,1.0000,0.9908,1.0000,1.0000,1.0000,0.9949,1.0000,0.9897,51400,64100,151100,50700,62300,67100,28.81,96.13
echo_c1000_r1,enet_r50_u50_64_1000_echo_0_adaptive,enet,1,ok,0.8667,0.8906,0.9889,0.7873,1.0000,1.0000,1.0000,0.9731,0.9996,0.9398,165900,974400,2479000,80500,124200,151600,96.93,99.82
echo_c1000_r1,gns_r50_u50_64_1000_echo_0_adaptive,gns,1,ok,0.9900,0.9950,1.0000,0.9900,1.0000,1.0000,1.0000,0.9950,1.0000,0.9899,83500,135400,182900,82500,104400,119200,151.37,164.92
echo_c1000_r1,litenetlib_r50_u50_64_1000_echo_0_adaptive,litenetlib,1,ok,0.9900,0.9950,1.0000,0.9900,1.0000,1.0000,1.0000,0.9950,1.0000,0.9900,67300,188000,546300,64900,78100,87700,141.72,166.13
echo_c1000_r2,coop_rudp_r50_u50_64_1000_echo_0_adaptive,coop_rudp,1,ok,0.9909,0.9954,1.0000,0.9908,1.0000,1.0000,1.0000,0.9955,1.0000,0.9910,55200,68500,155000,55100,66800,71600,59.71,86.18
echo_c1000_r2,apex_rudp_r50_u50_64_1000_echo_0_adaptive,apex_rudp,1,ok,0.9899,0.9946,1.0000,0.9892,1.0000,1.0000,1.0000,0.9952,1.0000,0.9904,51100,64600,153500,50600,62200,66800,28.43,33.50
echo_c1000_r2,enet_r50_u50_64_1000_echo_0_adaptive,enet,1,ok,0.8928,0.9073,0.9957,0.8171,1.0000,1.0000,1.0000,0.9840,0.9999,0.9647,129700,598200,1506000,72400,98100,111300,97.10,99.93
echo_c1000_r2,gns_r50_u50_64_1000_echo_0_adaptive,gns,1,ok,0.9899,0.9949,1.0000,0.9899,1.0000,1.0000,1.0000,0.9950,1.0000,0.9899,83400,136600,183100,82300,103600,119500,148.58,163.51
echo_c1000_r2,litenetlib_r50_u50_64_1000_echo_0_adaptive,litenetlib,1,ok,0.9900,0.9951,1.0000,0.9901,1.0000,1.0000,1.0000,0.9949,0.9999,0.9899,67600,190600,551100,65000,78000,87900,140.32,165.93
