library,scenario_id,conns,n_total,n_valid,valid,delivery_ratio_median,forward_delivery_ratio_median,forward_delivery_ratio_r_median,forward_delivery_ratio_u_median,server_echo_accept_ratio_median,server_echo_accept_ratio_r_median,server_echo_accept_ratio_u_median,return_delivery_ratio_median,return_delivery_ratio_r_median,return_delivery_ratio_u_median,server_cpu_pct_median,server_cpu_pct_peak_median,rtt_r_p50_us_median,rtt_r_p95_us_median,rtt_r_p99_us_median,rtt_u_p50_us_median,rtt_u_p95_us_median,rtt_u_p99_us_median,included_run_ids,note
apex_rudp,apex_rudp_r0_u30_1000_100_broadcast_0_adaptive,100,1,1,0,0.9812,0.9929,,0.9929,0.9983,,0.9983,0.9898,,0.9898,57.26,69.89,0,0,0,52400,64900,72800,media_relay_c100_r1,
apex_rudp,apex_rudp_r0_u30_1000_125_broadcast_0_adaptive,125,1,1,0,0.9821,0.9929,,0.9929,0.9992,,0.9992,0.9899,,0.9899,85.70,111.63,0,0,0,56000,69900,117400,media_relay_c125_r1,
apex_rudp,apex_rudp_r0_u30_1000_150_broadcast_0_adaptive,150,1,1,0,0.9605,0.9912,,0.9912,0.9989,,0.9989,0.9701,,0.9701,117.50,127.50,0,0,0,562900,898900,921400,media_relay_c150_r1,
apex_rudp,apex_rudp_r0_u30_1000_1_broadcast_0_adaptive,1,1,1,0,0.9850,0.9967,,0.9967,1.0000,,1.0000,0.9883,,0.9883,11.15,12.07,0,0,0,49600,61500,69500,media_relay_c1_r1,
apex_rudp,apex_rudp_r0_u30_1000_200_broadcast_0_adaptive,200,3,3,1,0.5867,0.9892,,0.9892,0.6296,,0.6296,0.9426,,0.9426,124.58,159.42,0,0,0,1535000,1563000,1736000,media_relay_c200_r1;media_relay_c200_r2;media_relay_c200_r3,
apex_rudp,apex_rudp_r0_u30_1000_50_broadcast_0_adaptive,50,1,1,0,0.9772,0.9883,,0.9883,0.9988,,0.9988,0.9899,,0.9899,20.54,24.31,0,0,0,50600,62200,66900,media_relay_c50_r1,
apex_rudp,apex_rudp_r0_u30_1000_5_broadcast_0_adaptive,5,1,1,0,0.9790,0.9900,,0.9900,0.9984,,0.9984,0.9905,,0.9905,11.80,12.09,0,0,0,50300,62100,66900,media_relay_c5_r1,
apex_rudp,apex_rudp_r0_u30_1000_75_broadcast_0_adaptive,75,1,1,0,0.9805,0.9917,,0.9917,0.9985,,0.9985,0.9901,,0.9901,41.43,51.03,0,0,0,51900,63600,69100,media_relay_c75_r1,
apex_rudp,apex_rudp_r1_u20_128_128_broadcast_0_adaptive,128,1,1,0,0.9786,0.9905,1.0000,0.9900,0.9975,0.9752,0.9986,0.9905,0.9958,0.9903,24.89,51.34,56900,99200,185200,51600,64500,75700,game_server_c128_r1,
apex_rudp,apex_rudp_r1_u20_128_192_broadcast_0_adaptive,192,1,1,0,0.9802,0.9923,1.0000,0.9919,0.9976,0.9751,0.9987,0.9902,0.9908,0.9901,36.96,102.47,81500,118800,162700,53300,85100,171200,game_server_c192_r1,
apex_rudp,apex_rudp_r1_u20_128_1_broadcast_0_adaptive,1,1,1,0,0.9738,0.9905,1.0000,0.9900,1.0000,1.0000,1.0000,0.9832,1.0000,0.9823,11.14,11.55,52600,63400,63400,50000,60800,65200,game_server_c1_r1,
apex_rudp,apex_rudp_r1_u20_128_256_broadcast_0_adaptive,256,1,1,0,0.9775,0.9905,1.0000,0.9900,0.9968,0.9766,0.9978,0.9900,0.9912,0.9900,50.75,123.35,96300,178800,425500,58700,141500,364300,game_server_c256_r1,
apex_rudp,apex_rudp_r1_u20_128_5_broadcast_0_adaptive,5,1,1,0,0.9777,0.9890,1.0000,0.9885,0.9977,0.9800,0.9986,0.9908,1.0000,0.9904,11.51,11.91,51200,66900,151200,50300,62000,66600,game_server_c5_r1,
apex_rudp,apex_rudp_r1_u20_128_64_broadcast_0_adaptive,64,1,1,0,0.9766,0.9887,1.0000,0.9881,0.9975,0.9754,0.9986,0.9903,1.0000,0.9898,15.82,22.95,52800,67000,152100,50500,62200,66900,game_server_c64_r1,
apex_rudp,apex_rudp_r1_u20_128_96_broadcast_0_adaptive,96,1,1,0,0.9772,0.9893,1.0000,0.9888,0.9975,0.9753,0.9986,0.9903,0.9938,0.9901,20.12,35.35,52800,66100,156500,50700,62500,67600,game_server_c96_r1,
apex_rudp,apex_rudp_r50_u0_64_1000_echo_0_adaptive,1000,1,1,0,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,18.96,20.55,50900,64000,150200,0,0,0,reliable_echo_c1000_r1,
apex_rudp,apex_rudp_r50_u0_64_1500_echo_0_adaptive,1500,1,1,0,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,22.63,25.07,51000,64300,151400,0,0,0,reliable_echo_c1500_r1,
apex_rudp,apex_rudp_r50_u0_64_1_echo_0_adaptive,1,1,1,0,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,11.17,11.87,50200,63700,151000,0,0,0,reliable_echo_c1_r1,
apex_rudp,apex_rudp_r50_u0_64_2000_echo_0_adaptive,2000,1,1,0,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,26.43,30.10,51500,64200,148500,0,0,0,reliable_echo_c2000_r1,
apex_rudp,apex_rudp_r50_u0_64_200_echo_0_adaptive,200,1,1,0,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,13.07,13.55,50500,63600,150700,0,0,0,reliable_echo_c200_r1,
apex_rudp,apex_rudp_r50_u0_64_3000_echo_0_adaptive,3000,1,1,0,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,34.64,39.72,51500,64500,150900,0,0,0,reliable_echo_c3000_r1,
apex_rudp,apex_rudp_r50_u0_64_50_echo_0_adaptive,50,1,1,0,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,11.95,12.33,50300,63300,151800,0,0,0,reliable_echo_c50_r1,
apex_rudp,apex_rudp_r50_u0_64_600_echo_0_adaptive,600,1,1,0,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,16.01,17.26,50700,63700,149900,0,0,0,reliable_echo_c600_r1,
