library,scenario_id,conns,n_total,n_valid,valid,delivery_ratio_median,forward_delivery_ratio_median,forward_delivery_ratio_r_median,forward_delivery_ratio_u_median,server_echo_accept_ratio_median,server_echo_accept_ratio_r_median,server_echo_accept_ratio_u_median,return_delivery_ratio_median,return_delivery_ratio_r_median,return_delivery_ratio_u_median,server_cpu_pct_median,server_cpu_pct_peak_median,rtt_r_p50_us_median,rtt_r_p95_us_median,rtt_r_p99_us_median,rtt_u_p50_us_median,rtt_u_p95_us_median,rtt_u_p99_us_median,included_run_ids,note
apex_rudp,apex_rudp_r0_u30_1000_100_broadcast_0_adaptive,100,3,3,1,0.9793,0.9892,,0.9892,1.0000,,1.0000,0.9900,,0.9900,65.45,102.60,0,0,0,53500,65700,71800,media_relay_c100_r1;media_relay_c100_r2;media_relay_c100_r3,
apex_rudp,apex_rudp_r0_u30_1000_125_broadcast_0_adaptive,125,3,3,1,0.9802,0.9902,,0.9898,1.0000,,1.0000,0.9899,,0.9899,102.23,129.77,0,0,0,57200,72400,79000,media_relay_c125_r1;media_relay_c125_r2;media_relay_c125_r3,
apex_rudp,apex_rudp_r0_u30_1000_150_broadcast_0_adaptive,150,3,3,1,0.7695,0.9906,,0.9893,0.8452,,0.8452,0.9199,,0.9199,122.62,132.92,0,0,0,1991000,2085000,2095000,media_relay_c150_r1;media_relay_c150_r2;media_relay_c150_r3,
apex_rudp,apex_rudp_r0_u30_1000_1_broadcast_0_adaptive,1,3,3,1,0.9800,0.9917,,0.9917,1.0000,,1.0000,0.9898,,0.9898,14.09,17.71,0,0,0,49900,61100,65900,media_relay_c1_r1;media_relay_c1_r2;media_relay_c1_r3,
apex_rudp,apex_rudp_r0_u30_1000_50_broadcast_0_adaptive,50,3,3,1,0.9790,0.9890,,0.9890,1.0000,,1.0000,0.9898,,0.9898,25.79,29.23,0,0,0,50500,62100,66800,media_relay_c50_r1;media_relay_c50_r2;media_relay_c50_r3,
apex_rudp,apex_rudp_r0_u30_1000_5_broadcast_0_adaptive,5,3,3,1,0.9826,0.9927,,0.9927,1.0000,,1.0000,0.9917,,0.9917,14.18,18.64,0,0,0,50100,61900,66500,media_relay_c5_r1;media_relay_c5_r2;media_relay_c5_r3,
apex_rudp,apex_rudp_r0_u30_1000_75_broadcast_0_adaptive,75,3,3,1,0.9813,0.9911,,0.9911,1.0000,,1.0000,0.9897,,0.9897,52.00,116.17,0,0,0,51500,63200,68100,media_relay_c75_r1;media_relay_c75_r2;media_relay_c75_r3,
apex_rudp,apex_rudp_r1_u20_128_128_broadcast_0_adaptive,128,3,3,1,0.9790,0.9896,1.0000,0.9891,1.0000,1.0000,1.0000,0.9893,0.9739,0.9901,36.11,71.17,60500,86100,148000,51200,64100,74100,game_server_c128_r1;game_server_c128_r2;game_server_c128_r3,
apex_rudp,apex_rudp_r1_u20_128_192_broadcast_0_adaptive,192,3,3,1,0.9825,0.9923,1.0000,0.9912,1.0000,1.0000,1.0000,0.9901,0.9921,0.9900,48.54,117.01,80200,114500,153800,52600,81500,113200,game_server_c192_r1;game_server_c192_r2;game_server_c192_r3,
apex_rudp,apex_rudp_r1_u20_128_1_broadcast_0_adaptive,1,3,3,1,0.9857,0.9929,1.0000,0.9925,1.0000,1.0000,1.0000,0.9928,1.0000,0.9924,14.08,17.94,49800,62200,62200,49300,61800,66200,game_server_c1_r1;game_server_c1_r2;game_server_c1_r3,
apex_rudp,apex_rudp_r1_u20_128_256_broadcast_0_adaptive,256,3,3,1,0.9805,0.9902,1.0000,0.9875,1.0000,1.0000,1.0000,0.9902,0.9925,0.9901,75.27,146.30,109500,170500,183400,57500,152900,181200,game_server_c256_r1;game_server_c256_r2;game_server_c256_r3,
apex_rudp,apex_rudp_r1_u20_128_5_broadcast_0_adaptive,5,3,3,1,0.9828,0.9919,1.0000,0.9915,1.0000,1.0000,1.0000,0.9902,1.0000,0.9897,13.99,18.73,50700,61800,155700,50200,61700,66900,game_server_c5_r1;game_server_c5_r2;game_server_c5_r3,
apex_rudp,apex_rudp_r1_u20_128_64_broadcast_0_adaptive,64,3,3,1,0.9803,0.9899,1.0000,0.9894,1.0000,1.0000,1.0000,0.9905,1.0000,0.9901,20.30,28.71,51100,63700,147400,50500,61900,66700,game_server_c64_r1;game_server_c64_r2;game_server_c64_r3,
apex_rudp,apex_rudp_r1_u20_128_96_broadcast_0_adaptive,96,3,3,1,0.9815,0.9929,1.0000,0.9925,1.0000,1.0000,1.0000,0.9888,0.9618,0.9901,28.04,46.38,54400,67900,149600,50800,62600,67800,game_server_c96_r1;game_server_c96_r2;game_server_c96_r3,
apex_rudp,apex_rudp_r50_u0_64_1000_echo_0_adaptive,1000,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,20.78,23.11,50800,63700,149900,0,0,0,reliable_echo_c1000_r1;reliable_echo_c1000_r2;reliable_echo_c1000_r3,
apex_rudp,apex_rudp_r50_u0_64_1500_echo_0_adaptive,1500,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,24.20,27.61,51000,63600,150300,0,0,0,reliable_echo_c1500_r1;reliable_echo_c1500_r2;reliable_echo_c1500_r3,
apex_rudp,apex_rudp_r50_u0_64_1_echo_0_adaptive,1,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,14.07,18.39,50300,63800,149900,0,0,0,reliable_echo_c1_r1;reliable_echo_c1_r2;reliable_echo_c1_r3,
apex_rudp,apex_rudp_r50_u0_64_2000_echo_0_adaptive,2000,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,27.76,35.79,51400,64400,151400,0,0,0,reliable_echo_c2000_r1;reliable_echo_c2000_r2;reliable_echo_c2000_r3,
apex_rudp,apex_rudp_r50_u0_64_200_echo_0_adaptive,200,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,15.49,20.65,50400,63600,149900,0,0,0,reliable_echo_c200_r1;reliable_echo_c200_r2;reliable_echo_c200_r3,
apex_rudp,apex_rudp_r50_u0_64_3000_echo_0_adaptive,3000,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,35.29,41.46,51200,64200,151800,0,0,0,reliable_echo_c3000_r1;reliable_echo_c3000_r2;reliable_echo_c3000_r3,
apex_rudp,apex_rudp_r50_u0_64_50_echo_0_adaptive,50,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,14.52,21.40,50200,63400,150100,0,0,0,reliable_echo_c50_r1;reliable_echo_c50_r2;reliable_echo_c50_r3,
apex_rudp,apex_rudp_r50_u0_64_600_echo_0_adaptive,600,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,18.14,24.79,50600,63500,149700,0,0,0,reliable_echo_c600_r1;reliable_echo_c600_r2;reliable_echo_c600_r3,
apex_rudp,apex_rudp_r50_u50_64_1000_echo_0_adaptive,1000,3,3,1,0.9893,0.9948,1.0000,0.9896,1.0000,1.0000,1.0000,0.9948,1.0000,0.9895,28.50,43.41,50900,63800,150300,50500,62000,66700,echo_c1000_r1;echo_c1000_r2;echo_c1000_r3,
apex_rudp,apex_rudp_r50_u50_64_1500_echo_0_adaptive,1500,3,3,1,0.9902,0.9952,1.0000,0.9903,1.0000,1.0000,1.0000,0.9951,1.0000,0.9901,36.18,41.70,50900,64000,151300,50500,62100,66800,echo_c1500_r1;echo_c1500_r2;echo_c1500_r3,
