run_id,scenario_id,library,valid,invalid_reason,delivery_ratio,forward_delivery_ratio,forward_delivery_ratio_r,forward_delivery_ratio_u,server_echo_accept_ratio,server_echo_accept_ratio_r,server_echo_accept_ratio_u,return_delivery_ratio,return_delivery_ratio_r,return_delivery_ratio_u,rtt_r_p50_us,rtt_r_p95_us,rtt_r_p99_us,rtt_u_p50_us,rtt_u_p95_us,rtt_u_p99_us,server_cpu_pct,server_cpu_pct_peak
echo_c1000_r1,coop_rudp_r50_u50_64_1000_echo_0_adaptive,coop_rudp,1,ok,0.9909,0.9956,1.0000,0.9912,1.0000,1.0000,1.0000,0.9953,1.0000,0.9905,51100,64000,149800,50900,62500,67400,41.17,46.11
echo_c1000_r1,apex_rudp_r50_u50_64_1000_echo_0_adaptive,apex_rudp,1,ok,0.9906,0.9952,1.0000,0.9905,1.0000,1.0000,1.0000,0.9953,1.0000,0.9906,50900,63600,149600,50600,62200,66900,28.50,49.10
echo_c1000_r1,enet_r50_u50_64_1000_echo_0_adaptive,enet,1,ok,0.8619,0.8952,0.9931,0.7951,1.0000,1.0000,1.0000,0.9628,0.9995,0.9169,196200,902100,2424000,118100,222100,287600,95.44,99.56
echo_c1000_r1,gns_r50_u50_64_1000_echo_0_adaptive,gns,1,ok,0.9901,0.9950,0.9992,0.9892,1.0000,1.0000,1.0000,0.9951,1.0000,0.9901,85100,141300,190600,83700,107100,129300,151.59,171.39
echo_c1000_r1,litenetlib_r50_u50_64_1000_echo_0_adaptive,litenetlib,1,ok,0.9900,0.9950,1.0000,0.9900,1.0000,1.0000,1.0000,0.9950,1.0000,0.9900,65800,189800,514300,63600,79700,90400,149.03,175.65
echo_c1000_r1,msquic_r50_u50_64_1000_echo_0_adaptive,msquic,1,ok,0.9893,0.9944,0.9963,0.9863,1.0000,1.0000,1.0000,0.9949,1.0000,0.9898,154400,508100,653000,130600,469400,533700,196.12,200.35
echo_c1000_r2,coop_rudp_r50_u50_64_1000_echo_0_adaptive,coop_rudp,1,ok,0.9923,0.9963,1.0000,0.9926,1.0000,1.0000,1.0000,0.9960,1.0000,0.9919,51200,63900,148600,51000,62500,67100,41.38,67.45
echo_c1000_r2,apex_rudp_r50_u50_64_1000_echo_0_adaptive,apex_rudp,1,ok,0.9893,0.9948,1.0000,0.9896,1.0000,1.0000,1.0000,0.9945,1.0000,0.9889,50900,63900,150300,50500,62000,66700,28.38,36.15
echo_c1000_r2,enet_r50_u50_64_1000_echo_0_adaptive,enet,1,ok,0.8673,0.9007,0.9962,0.8038,1.0000,1.0000,1.0000,0.9630,0.9995,0.9177,174700,818000,2060000,108300,221900,537100,95.13,110.71
echo_c1000_r2,gns_r50_u50_64_1000_echo_0_adaptive,gns,1,ok,0.9900,0.9950,1.0000,0.9899,1.0000,1.0000,1.0000,0.9950,1.0000,0.9899,84800,137300,187300,83400,103600,118200,153.67,163.42
echo_c1000_r2,litenetlib_r50_u50_64_1000_echo_0_adaptive,litenetlib,1,ok,0.9895,0.9945,1.0000,0.9890,1.0000,1.0000,1.0000,0.9950,0.9999,0.9900,66400,197500,587700,64200,80200,95800,147.05,178.65
