library,scenario_id,conns,n_total,n_valid,valid,delivery_ratio_median,forward_delivery_ratio_median,forward_delivery_ratio_r_median,forward_delivery_ratio_u_median,server_echo_accept_ratio_median,server_echo_accept_ratio_r_median,server_echo_accept_ratio_u_median,return_delivery_ratio_median,return_delivery_ratio_r_median,return_delivery_ratio_u_median,server_cpu_pct_median,server_cpu_pct_peak_median,rtt_r_p50_us_median,rtt_r_p95_us_median,rtt_r_p99_us_median,rtt_u_p50_us_median,rtt_u_p95_us_median,rtt_u_p99_us_median,included_run_ids,note
apex_rudp,apex_rudp_r0_u30_1000_100_broadcast_0_adaptive,100,3,3,1,0.9810,0.9912,,0.9900,1.0000,,1.0000,0.9897,,0.9897,55.42,71.49,0,0,0,52700,64500,70300,media_relay_c100_r1;media_relay_c100_r2;media_relay_c100_r3,
apex_rudp,apex_rudp_r0_u30_1000_125_broadcast_0_adaptive,125,3,3,1,0.9820,0.9917,,0.9892,1.0000,,1.0000,0.9900,,0.9900,79.02,169.61,0,0,0,54000,66700,73700,media_relay_c125_r1;media_relay_c125_r2;media_relay_c125_r3,
apex_rudp,apex_rudp_r0_u30_1000_150_broadcast_0_adaptive,150,3,3,1,0.9768,0.9878,,0.9829,1.0000,,1.0000,0.9888,,0.9888,115.61,134.88,0,0,0,60900,76800,85600,media_relay_c150_r1;media_relay_c150_r2;media_relay_c150_r3,
apex_rudp,apex_rudp_r0_u30_1000_1_broadcast_0_adaptive,1,3,3,1,0.9850,0.9917,,0.9917,1.0000,,1.0000,0.9933,,0.9933,13.61,17.95,0,0,0,50200,61600,66600,media_relay_c1_r1;media_relay_c1_r2;media_relay_c1_r3,
apex_rudp,apex_rudp_r0_u30_1000_200_broadcast_0_adaptive,200,3,3,1,0.6392,0.9874,,0.9792,0.6893,,0.6893,0.9393,,0.9393,123.35,146.01,0,0,0,1356000,1391000,1409000,media_relay_c200_r1;media_relay_c200_r2;media_relay_c200_r3,
apex_rudp,apex_rudp_r0_u30_1000_50_broadcast_0_adaptive,50,3,3,1,0.9806,0.9904,,0.9904,1.0000,,1.0000,0.9900,,0.9900,21.41,24.69,0,0,0,50600,62200,67100,media_relay_c50_r1;media_relay_c50_r2;media_relay_c50_r3,
apex_rudp,apex_rudp_r0_u30_1000_5_broadcast_0_adaptive,5,3,3,1,0.9818,0.9917,,0.9917,1.0000,,1.0000,0.9901,,0.9901,14.43,17.53,0,0,0,50100,61800,66500,media_relay_c5_r1;media_relay_c5_r2;media_relay_c5_r3,
apex_rudp,apex_rudp_r0_u30_1000_75_broadcast_0_adaptive,75,3,3,1,0.9795,0.9896,,0.9896,1.0000,,1.0000,0.9898,,0.9898,40.23,48.27,0,0,0,51600,63400,68900,media_relay_c75_r1;media_relay_c75_r2;media_relay_c75_r3,
apex_rudp,apex_rudp_r1_u20_128_128_broadcast_0_adaptive,128,3,3,1,0.9797,0.9917,1.0000,0.9912,1.0000,1.0000,1.0000,0.9884,0.9536,0.9897,30.74,60.98,61100,85200,145500,51200,64700,76300,game_server_c128_r1;game_server_c128_r2;game_server_c128_r3,
apex_rudp,apex_rudp_r1_u20_128_192_broadcast_0_adaptive,192,3,3,1,0.9813,0.9911,1.0000,0.9894,1.0000,1.0000,1.0000,0.9901,0.9928,0.9899,37.27,102.11,79500,116200,158600,52300,75700,107400,game_server_c192_r1;game_server_c192_r2;game_server_c192_r3,
