library,scenario_id,conns,n_total,n_valid,valid,delivery_ratio_median,forward_delivery_ratio_median,forward_delivery_ratio_r_median,forward_delivery_ratio_u_median,server_echo_accept_ratio_median,server_echo_accept_ratio_r_median,server_echo_accept_ratio_u_median,return_delivery_ratio_median,return_delivery_ratio_r_median,return_delivery_ratio_u_median,server_cpu_pct_median,server_cpu_pct_peak_median,rtt_r_p50_us_median,rtt_r_p95_us_median,rtt_r_p99_us_median,rtt_u_p50_us_median,rtt_u_p95_us_median,rtt_u_p99_us_median,included_run_ids,note
apex_rudp,apex_rudp_r0_u30_1000_100_broadcast_0_adaptive,100,3,3,1,0.9810,0.9908,,0.9900,1.0000,,1.0000,0.9901,,0.9901,55.30,81.85,0,0,0,52800,64700,70600,media_relay_c100_r1;media_relay_c100_r2;media_relay_c100_r3,
apex_rudp,apex_rudp_r0_u30_1000_125_broadcast_0_adaptive,125,3,3,1,0.9792,0.9892,,0.9855,1.0000,,1.0000,0.9899,,0.9899,81.03,106.74,0,0,0,55100,68200,74600,media_relay_c125_r1;media_relay_c125_r2;media_relay_c125_r3,
apex_rudp,apex_rudp_r0_u30_1000_150_broadcast_0_adaptive,150,3,3,1,0.9793,0.9904,,0.9854,1.0000,,1.0000,0.9888,,0.9888,110.10,137.02,0,0,0,63900,80500,89700,media_relay_c150_r1;media_relay_c150_r2;media_relay_c150_r3,
apex_rudp,apex_rudp_r0_u30_1000_1_broadcast_0_adaptive,1,3,3,1,0.9767,0.9850,,0.9850,1.0000,,1.0000,0.9915,,0.9915,14.08,19.29,0,0,0,50200,61900,66900,media_relay_c1_r1;media_relay_c1_r2;media_relay_c1_r3,
apex_rudp,apex_rudp_r0_u30_1000_200_broadcast_0_adaptive,200,3,3,1,0.6179,0.9878,,0.9792,0.6673,,0.6673,0.9363,,0.9363,123.75,147.90,0,0,0,1391000,1485000,1522000,media_relay_c200_r1;media_relay_c200_r2;media_relay_c200_r3,
apex_rudp,apex_rudp_r0_u30_1000_50_broadcast_0_adaptive,50,3,3,1,0.9812,0.9912,,0.9912,1.0000,,1.0000,0.9900,,0.9900,22.09,24.83,0,0,0,50600,62300,67000,media_relay_c50_r1;media_relay_c50_r2;media_relay_c50_r3,
apex_rudp,apex_rudp_r0_u30_1000_5_broadcast_0_adaptive,5,3,3,1,0.9817,0.9900,,0.9900,1.0000,,1.0000,0.9912,,0.9912,14.36,18.87,0,0,0,50300,61800,67000,media_relay_c5_r1;media_relay_c5_r2;media_relay_c5_r3,
apex_rudp,apex_rudp_r0_u30_1000_75_broadcast_0_adaptive,75,3,3,1,0.9801,0.9905,,0.9905,1.0000,,1.0000,0.9899,,0.9899,41.49,50.05,0,0,0,51800,63700,69300,media_relay_c75_r1;media_relay_c75_r2;media_relay_c75_r3,
apex_rudp,apex_rudp_r1_u20_128_128_broadcast_0_adaptive,128,3,3,1,0.9798,0.9917,1.0000,0.9912,1.0000,1.0000,1.0000,0.9883,0.9625,0.9896,31.16,63.29,61000,134900,162000,51200,64500,75000,game_server_c128_r1;game_server_c128_r2;game_server_c128_r3,
apex_rudp,apex_rudp_r1_u20_128_192_broadcast_0_adaptive,192,3,3,1,0.9794,0.9893,1.0000,0.9869,1.0000,1.0000,1.0000,0.9900,0.9911,0.9900,38.84,105.16,78300,112600,159000,52700,77900,112700,game_server_c192_r1;game_server_c192_r2;game_server_c192_r3,
