profile,library,status,last_ok_conns,last_ok_delivery,last_ok_server_cpu,break_conns,break_reason,break_delivery,break_server_cpu
echo,apex_rudp,not_broken,3000,0.9896,58.28,,,,
echo,coop_rudp,broken,600,0.9909,26.24,1000,aggregate_invalid:client_tick,,
echo,enet,broken,600,0.9879,97.64,1000,delivery<0.95,0.8878,96.53
echo,gns,broken,1500,0.9901,170.55,2000,delivery<0.95,0.8643,181.06
echo,kcp,broken,200,0.9901,32.10,600,delivery<0.95,0.8556,96.71
echo,litenetlib,broken,2000,0.9838,172.92,3000,delivery<0.95,0.9478,187.80
echo,lsquic,broken,600,0.9901,91.82,1000,delivery<0.95,0.7921,97.76
echo,mini_rudp,broken,200,0.9899,54.52,600,delivery<0.95,0.7316,98.63
echo,msquic,broken,1500,0.9899,143.17,2000,aggregate_invalid:client_tick,,
echo,quiche,broken,200,0.9899,99.03,600,delivery<0.95,0.7827,98.68
echo,raknet,broken,1000,0.9888,112.93,1500,delivery<0.95,0.8719,115.17
echo,slikenet,broken,200,0.9826,62.72,600,delivery<0.95,0.9441,111.81
echo,udt4,unsupported,unsupported,,,1,unsupported_unreliable,,
echo,yojimbo,broken,50,0.9903,19.65,200,unsupported_conns,,
game_server,apex_rudp,below_gate,below_gate,,,1,delivery<0.95,0.0476,10.70
game_server,coop_rudp,broken,5,0.9741,9.98,64,delivery<0.95,0.8290,12.73
game_server,enet,broken,64,0.9608,53.10,96,delivery<0.95,0.9416,76.96
game_server,gns,broken,96,0.9745,92.41,128,delivery<0.95,0.9167,166.39
game_server,kcp,broken,64,0.9791,52.41,96,delivery<0.95,0.5118,98.72
game_server,litenetlib,broken,128,0.9752,73.98,192,aggregate_invalid:client_tick,,
game_server,lsquic,broken,5,0.9788,10.71,64,delivery<0.95,0.9238,48.51
game_server,mini_rudp,broken,5,0.9765,9.31,64,delivery<0.95,0.8987,65.44
game_server,msquic,broken,96,0.9784,91.97,128,delivery<0.95,0.8161,137.51
game_server,quiche,broken,128,0.9627,98.73,192,delivery<0.95,0.5480,98.61
game_server,raknet,broken,5,0.9744,10.01,64,delivery<0.95,0.9462,80.29
game_server,slikenet,broken,64,0.9759,76.52,96,delivery<0.95,0.9363,91.74
game_server,udt4,unsupported,unsupported,,,1,unsupported_unreliable,,
game_server,yojimbo,broken,64,0.9565,28.47,96,unsupported_conns,,
media_relay,apex_rudp,below_gate,below_gate,,,1,delivery<0.95,0.0000,10.70
media_relay,coop_rudp,broken,150,0.9774,54.78,200,delivery<0.95,0.8737,98.81
media_relay,enet,broken,50,0.9595,77.92,75,delivery<0.95,0.5060,97.22
media_relay,gns,broken,50,0.9659,115.25,75,delivery<0.95,0.1724,134.59
media_relay,kcp,broken,50,0.9799,72.74,75,delivery<0.95,0.5407,98.81
media_relay,litenetlib,broken,50,0.9802,92.88,75,aggregate_invalid:client_tick,,
media_relay,lsquic,broken,5,0.9776,10.72,50,delivery<0.95,0.8995,89.18
media_relay,mini_rudp,broken,50,0.9803,73.24,75,delivery<0.95,0.5360,98.82
media_relay,msquic,broken,5,0.9820,10.61,50,delivery<0.95,0.3062,96.88
media_relay,quiche,broken,5,0.9755,24.17,50,delivery<0.95,0.5010,92.61
media_relay,raknet,broken,5,0.9511,10.25,50,delivery<0.95,0.8244,102.12
media_relay,slikenet,broken,5,0.9795,10.32,50,delivery<0.95,0.8288,102.41
media_relay,udt4,unsupported,unsupported,,,1,unsupported_unreliable,,
media_relay,yojimbo,broken,5,0.9633,11.43,50,delivery<0.95,0.4009,42.73
reliable_echo,apex_rudp,not_broken,3000,1.0000,34.87,,,,
reliable_echo,coop_rudp,broken,600,1.0000,24.94,1000,aggregate_invalid:client_tick,,
reliable_echo,enet,broken,1000,0.9990,96.46,1500,delivery<0.95,0.0629,95.69
reliable_echo,gns,not_broken,3000,0.9985,168.98,,,,
reliable_echo,kcp,broken,1000,0.9990,96.97,1500,delivery<0.95,0.8097,94.54
reliable_echo,litenetlib,not_broken,3000,0.9939,180.68,,,,
reliable_echo,lsquic,broken,2000,0.9853,98.21,3000,delivery<0.95,0.7262,97.07
reliable_echo,mini_rudp,broken,600,0.9896,98.09,1000,aggregate_invalid:client_tick,,
reliable_echo,msquic,broken,1000,1.0000,138.51,1500,aggregate_invalid:client_tick,,
reliable_echo,quiche,broken,600,0.9679,98.63,1000,aggregate_invalid:valid_runs=1/3,0.9590,98.92
reliable_echo,raknet,broken,2000,0.9911,119.54,3000,aggregate_invalid:client_tick,,
reliable_echo,slikenet,broken,2000,0.9981,119.38,3000,delivery<0.95,0.1648,136.06
reliable_echo,udt4,broken,1,1.0000,14.07,50,delivery<0.95,0.8851,39.83
reliable_echo,yojimbo,broken,50,1.0000,19.36,200,unsupported_conns,,
